user_id,name,city,membership,order_id,restaurant_id,order_date,total_amount,restaurant_name,cuisine,rating,month
7,User_7,Chennai,Gold,5367.0,302.0,2023-10-28,926.43,Spice Curry House Andhra,Mexican,4.9,10.0
7,User_7,Chennai,Gold,9676.0,490.0,2023-06-13,1251.21,Swagath Curry House Punjabi,Italian,3.7,6.0
8,User_8,Hyderabad,Regular,2501.0,359.0,2023-09-17,571.31,Sri Foods South Indian,Mexican,4.8,9.0
8,User_8,Hyderabad,Regular,9196.0,42.0,2023-07-27,1107.59,Udupi Mess North Indian,Chinese,3.2,7.0
9,User_9,Bangalore,Gold,444.0,350.0,2023-01-24,1434.15,Classic Curry House South Indian,Mexican,3.2,1.0
9,User_9,Bangalore,Gold,7216.0,262.0,2023-06-04,1367.72,Hotel Cafe Punjabi,Chinese,4.9,6.0
9,User_9,Bangalore,Gold,8452.0,247.0,2023-07-26,351.79,Hotel Mess Punjabi,Mexican,3.2,7.0
9,User_9,Bangalore,Gold,8971.0,7.0,2023-09-21,822.06,Ruchi Biryani Punjabi,Italian,3.2,9.0
10,User_10,Chennai,Regular,,,,,,,,
11,User_11,Chennai,Gold,5019.0,144.0,2023-04-08,430.66,Darbar Biryani Andhra,Chinese,4.5,4.0
11,User_11,Chennai,Gold,8859.0,240.0,2023-06-01,1189.66,New Mess Andhra,Indian,3.8,6.0
12,User_12,Pune,Regular,3826.0,421.0,2023-07-30,153.42,Ruchi Foods Chinese,Indian,3.0,7.0
12,User_12,Pune,Regular,4388.0,482.0,2023-03-04,639.73,Classic Tiffins Pure Veg,Chinese,4.5,3.0
12,User_12,Pune,Regular,9724.0,187.0,2023-02-24,238.27,Royal Kitchen North Indian,Chinese,3.8,2.0
13,User_13,Chennai,Gold,4375.0,395.0,2023-07-13,682.58,Royal Restaurant Punjabi,Mexican,4.0,7.0
14,User_14,Bangalore,Gold,8789.0,35.0,2023-08-05,1189.84,Royal Biryani North Indian,Chinese,3.9,8.0
14,User_14,Bangalore,Gold,9633.0,225.0,2023-06-01,838.87,Darbar Tiffins Chinese,Italian,4.2,6.0
15,User_15,Bangalore,Regular,2988.0,397.0,2023-05-18,334.27,Amma Foods Family Restaurant,Indian,4.8,5.0
15,User_15,Bangalore,Regular,4202.0,216.0,2023-04-10,499.57,Classic Delights Non-Veg,Italian,3.1,4.0
15,User_15,Bangalore,Regular,5670.0,279.0,2023-01-29,1201.67,Sri Tiffins Andhra,Italian,4.9,1.0
15,User_15,Bangalore,Regular,5897.0,15.0,2023-07-24,973.52,Classic Cafe Multicuisine,Chinese,4.6,7.0
15,User_15,Bangalore,Regular,6580.0,70.0,2023-05-18,389.05,Swagath Delights Punjabi,Chinese,4.7,5.0
15,User_15,Bangalore,Regular,7996.0,18.0,2023-06-01,103.03,Annapurna Kitchen Family Restaurant,Italian,4.5,6.0
16,User_16,Chennai,Gold,813.0,397.0,2023-05-02,1475.81,Amma Foods Family Restaurant,Indian,4.8,5.0
16,User_16,Chennai,Gold,2321.0,415.0,2023-03-27,1052.53,Ruchi Dhaba Pure Veg,Indian,3.2,3.0
16,User_16,Chennai,Gold,4987.0,21.0,2023-04-22,643.45,Grand Biryani Family Restaurant,Indian,3.5,4.0
16,User_16,Chennai,Gold,5927.0,16.0,2023-03-28,1194.56,Sai Mess Andhra,Indian,4.6,3.0
16,User_16,Chennai,Gold,6081.0,295.0,2023-03-24,592.57,Sai Cafe South Indian,Chinese,3.1,3.0
17,User_17,Hyderabad,Regular,,,,,,,,
18,User_18,Bangalore,Regular,5935.0,405.0,2023-09-23,1384.25,Royal Dhaba Punjabi,Indian,4.8,9.0
19,User_19,Hyderabad,Regular,410.0,164.0,2023-01-23,286.19,Udupi Mess Family Restaurant,Italian,3.5,1.0
19,User_19,Hyderabad,Regular,1392.0,27.0,2023-06-25,718.22,Darbar Dhaba Pure Veg,Italian,4.4,6.0
19,User_19,Hyderabad,Regular,1623.0,134.0,2023-08-12,271.99,New Tiffins Non-Veg,Mexican,4.3,8.0
19,User_19,Hyderabad,Regular,6152.0,185.0,2023-11-27,120.96,Hotel Dhaba Non-Veg,Mexican,4.5,11.0
20,User_20,Hyderabad,Gold,387.0,417.0,2023-01-30,1071.08,Hotel Biryani North Indian,Mexican,3.0,1.0
20,User_20,Hyderabad,Gold,4407.0,140.0,2023-09-09,407.2,Royal Tiffins Punjabi,Italian,3.3,9.0
21,User_21,Bangalore,Gold,4704.0,154.0,2023-04-03,1049.97,Spice Biryani Multicuisine,Chinese,4.7,4.0
21,User_21,Bangalore,Gold,9754.0,144.0,2023-02-25,637.41,Darbar Biryani Andhra,Chinese,4.5,2.0
22,User_22,Bangalore,Regular,3666.0,241.0,2023-04-03,1188.82,Hotel Biryani Andhra,Chinese,3.9,4.0
23,User_23,Chennai,Regular,1969.0,49.0,2023-03-16,473.7,Amma Curry House Punjabi,Italian,4.0,3.0
23,User_23,Chennai,Regular,2508.0,58.0,2023-09-11,374.93,Sai Biryani Multicuisine,Indian,4.4,9.0
23,User_23,Chennai,Regular,4797.0,346.0,2023-04-28,1487.91,Amma Dhaba Non-Veg,Indian,4.5,4.0
24,User_24,Hyderabad,Regular,1482.0,497.0,2023-10-25,395.82,Hotel Delights South Indian,Mexican,4.4,10.0
24,User_24,Hyderabad,Regular,3333.0,398.0,2023-10-16,952.75,Royal Tiffins Pure Veg,Indian,3.0,10.0
24,User_24,Hyderabad,Regular,3605.0,286.0,2023-11-02,892.61,Spice Mess Andhra,Italian,5.0,11.0
24,User_24,Hyderabad,Regular,4403.0,82.0,2023-01-02,316.7,Udupi Kitchen Pure Veg,Chinese,3.3,1.0
24,User_24,Hyderabad,Regular,4927.0,275.0,2023-07-07,410.3,Classic Eatery South Indian,Italian,3.8,7.0
24,User_24,Hyderabad,Regular,6366.0,246.0,2023-05-14,773.4,Ruchi Tiffins Pure Veg,Mexican,3.9,5.0
25,User_25,Hyderabad,Gold,8677.0,23.0,2023-07-09,861.01,Amma Mess Punjabi,Chinese,3.8,7.0
26,User_26,Hyderabad,Gold,8615.0,110.0,2023-03-19,1125.38,Amma Kitchen South Indian,Mexican,4.2,3.0
26,User_26,Hyderabad,Gold,9236.0,112.0,2023-04-29,545.37,Grand Cafe Punjabi,Chinese,3.2,4.0
27,User_27,Pune,Gold,1054.0,335.0,2023-08-14,429.38,New Biryani Family Restaurant,Italian,3.9,8.0
27,User_27,Pune,Gold,1574.0,165.0,2023-09-11,1483.92,Udupi Kitchen Chinese,Mexican,4.3,9.0
27,User_27,Pune,Gold,1727.0,112.0,2023-03-31,369.96,Grand Cafe Punjabi,Chinese,3.2,3.0
28,User_28,Pune,Regular,2466.0,237.0,2023-05-22,417.83,Grand Restaurant South Indian,Italian,4.5,5.0
28,User_28,Pune,Regular,3082.0,8.0,2023-06-26,674.61,New Mess Punjabi,Indian,4.8,6.0
28,User_28,Pune,Regular,6646.0,463.0,2023-09-25,1413.16,Hotel Delights Chinese,Chinese,3.2,9.0
29,User_29,Hyderabad,Gold,1545.0,225.0,2023-10-29,182.87,Darbar Tiffins Chinese,Italian,4.2,10.0
29,User_29,Hyderabad,Gold,2542.0,297.0,2023-04-04,992.99,Grand Tiffins Andhra,Italian,4.8,4.0
29,User_29,Hyderabad,Gold,5932.0,137.0,2023-09-18,903.12,Swagath Delights Andhra,Indian,3.2,9.0
29,User_29,Hyderabad,Gold,7657.0,331.0,2023-03-22,1274.56,Spice Biryani Non-Veg,Mexican,3.4,3.0
30,User_30,Bangalore,Gold,3694.0,199.0,2023-10-15,953.27,Sri Eatery Chinese,Italian,3.4,10.0
30,User_30,Bangalore,Gold,7554.0,142.0,2023-02-14,1036.28,Ruchi Eatery Family Restaurant,Indian,4.6,2.0
31,User_31,Pune,Gold,3184.0,153.0,2023-12-22,929.87,Annapurna Mess Andhra,Italian,4.7,12.0
31,User_31,Pune,Gold,9967.0,383.0,2023-07-25,347.67,Amma Biryani North Indian,Indian,3.1,7.0
32,User_32,Bangalore,Regular,5704.0,348.0,2023-01-26,878.48,Royal Restaurant Andhra,Italian,3.0,1.0
33,User_33,Hyderabad,Regular,4079.0,201.0,2023-09-01,848.46,Spice Cafe Pure Veg,Mexican,3.4,9.0
34,User_34,Chennai,Regular,4164.0,321.0,2023-04-13,206.85,Sai Restaurant Non-Veg,Chinese,4.7,4.0
35,User_35,Hyderabad,Regular,8848.0,219.0,2023-04-29,182.67,Taste of Cafe Andhra,Mexican,4.6,4.0
36,User_36,Bangalore,Gold,3791.0,487.0,2023-10-03,196.56,Amma Eatery Chinese,Chinese,4.8,10.0
36,User_36,Bangalore,Gold,6054.0,470.0,2023-12-30,1362.32,Darbar Foods Multicuisine,Italian,3.6,12.0
36,User_36,Bangalore,Gold,9311.0,100.0,2023-04-22,759.09,Spice Delights Family Restaurant,Indian,3.3,4.0
37,User_37,Bangalore,Regular,1816.0,45.0,2023-09-15,1209.3,Annapurna Restaurant Punjabi,Mexican,3.0,9.0
37,User_37,Bangalore,Regular,4851.0,407.0,2023-08-02,1036.88,Grand Cafe Chinese,Mexican,4.6,8.0
37,User_37,Bangalore,Regular,6555.0,476.0,2023-11-17,282.26,Royal Curry House Multicuisine,Mexican,3.4,11.0
38,User_38,Chennai,Gold,82.0,257.0,2023-01-11,1326.03,Sri Kitchen Family Restaurant,Italian,3.4,1.0
38,User_38,Chennai,Gold,3160.0,3.0,2023-11-19,606.86,Darbar Eatery Andhra,Mexican,4.3,11.0
38,User_38,Chennai,Gold,3950.0,185.0,2023-02-15,1032.63,Hotel Dhaba Non-Veg,Mexican,4.5,2.0
39,User_39,Hyderabad,Regular,4182.0,115.0,2023-12-20,362.86,Annapurna Eatery Non-Veg,Chinese,3.3,12.0
39,User_39,Hyderabad,Regular,8820.0,460.0,2023-06-11,856.28,New Biryani Andhra,Chinese,4.5,6.0
39,User_39,Hyderabad,Regular,9716.0,483.0,2023-08-02,967.74,Darbar Restaurant Family Restaurant,Chinese,4.5,8.0
39,User_39,Hyderabad,Regular,9748.0,494.0,2023-08-04,637.64,Hotel Restaurant North Indian,Mexican,4.3,8.0
40,User_40,Hyderabad,Regular,8936.0,413.0,2023-09-25,1054.3,Sai Curry House Punjabi,Italian,3.3,9.0
40,User_40,Hyderabad,Regular,9943.0,495.0,2023-09-26,873.94,Ruchi Curry House North Indian,Italian,4.5,9.0
41,User_41,Bangalore,Regular,1793.0,215.0,2023-09-02,1220.41,Spice Biryani Punjabi,Mexican,4.4,9.0
41,User_41,Bangalore,Regular,2010.0,264.0,2023-04-20,599.41,Classic Curry House South Indian,Indian,4.3,4.0
41,User_41,Bangalore,Regular,3256.0,405.0,2023-10-19,356.34,Royal Dhaba Punjabi,Indian,4.8,10.0
41,User_41,Bangalore,Regular,3558.0,345.0,2023-04-27,1455.32,Sai Tiffins Chinese,Chinese,4.3,4.0
41,User_41,Bangalore,Regular,3774.0,305.0,2023-11-23,554.71,Udupi Delights Multicuisine,Indian,4.6,11.0
42,User_42,Bangalore,Regular,128.0,152.0,2023-06-10,379.57,Hotel Curry House Punjabi,Indian,4.8,6.0
42,User_42,Bangalore,Regular,3450.0,232.0,2023-12-08,1262.27,New Dhaba Family Restaurant,Mexican,4.0,12.0
42,User_42,Bangalore,Regular,4597.0,483.0,2023-08-28,693.41,Darbar Restaurant Family Restaurant,Chinese,4.5,8.0
42,User_42,Bangalore,Regular,9494.0,227.0,2023-12-18,929.44,Udupi Curry House Chinese,Italian,3.5,12.0
43,User_43,Bangalore,Regular,3602.0,312.0,2023-09-03,671.1,Udupi Curry House Chinese,Chinese,3.1,9.0
43,User_43,Bangalore,Regular,3818.0,427.0,2023-12-04,100.43,Spice Kitchen Pure Veg,Indian,3.6,12.0
43,User_43,Bangalore,Regular,4174.0,25.0,2023-09-12,1111.04,Swagath Cafe Punjabi,Chinese,3.7,9.0
43,User_43,Bangalore,Regular,5939.0,448.0,2023-10-19,306.33,Amma Biryani Family Restaurant,Mexican,3.4,10.0
43,User_43,Bangalore,Regular,5992.0,320.0,2023-07-18,1013.87,Hotel Cafe Multicuisine,Italian,4.1,7.0
44,User_44,Chennai,Gold,1948.0,265.0,2023-11-10,833.13,Udupi Curry House Andhra,Chinese,4.2,11.0
44,User_44,Chennai,Gold,2165.0,259.0,2023-04-17,846.97,Amma Curry House Family Restaurant,Mexican,3.7,4.0
44,User_44,Chennai,Gold,4871.0,87.0,2023-02-27,1481.45,Hotel Curry House Non-Veg,Mexican,3.8,2.0
44,User_44,Chennai,Gold,7909.0,130.0,2023-12-18,1484.41,Royal Restaurant South Indian,Indian,4.6,12.0
45,User_45,Hyderabad,Gold,134.0,220.0,2023-03-24,775.17,Spice Kitchen North Indian,Mexican,3.2,3.0
45,User_45,Hyderabad,Gold,447.0,476.0,2023-08-31,1332.7,Royal Curry House Multicuisine,Mexican,3.4,8.0
45,User_45,Hyderabad,Gold,5494.0,482.0,2023-02-19,970.1,Classic Tiffins Pure Veg,Chinese,4.5,2.0
45,User_45,Hyderabad,Gold,8629.0,281.0,2023-10-17,1251.61,Swagath Cafe Non-Veg,Italian,3.8,10.0
45,User_45,Hyderabad,Gold,9145.0,229.0,2023-10-18,133.23,Ruchi Mess Family Restaurant,Italian,3.8,10.0
46,User_46,Bangalore,Regular,5559.0,33.0,2023-05-26,657.45,Amma Foods Non-Veg,Italian,4.2,5.0
46,User_46,Bangalore,Regular,7074.0,482.0,2023-05-23,1430.9,Classic Tiffins Pure Veg,Chinese,4.5,5.0
46,User_46,Bangalore,Regular,7963.0,487.0,2023-01-15,400.35,Amma Eatery Chinese,Chinese,4.8,1.0
47,User_47,Chennai,Regular,3226.0,249.0,2023-07-30,164.57,Royal Kitchen North Indian,Italian,4.7,7.0
48,User_48,Chennai,Gold,326.0,279.0,2023-10-09,1039.9,Sri Tiffins Andhra,Italian,4.9,10.0
48,User_48,Chennai,Gold,3336.0,22.0,2023-06-24,1283.75,Sri Biryani Non-Veg,Chinese,5.0,6.0
48,User_48,Chennai,Gold,3674.0,412.0,2023-04-28,651.55,Darbar Cafe Pure Veg,Mexican,4.0,4.0
48,User_48,Chennai,Gold,6559.0,430.0,2023-05-07,242.71,Royal Delights South Indian,Mexican,4.1,5.0
48,User_48,Chennai,Gold,8402.0,447.0,2023-11-13,531.12,Amma Biryani South Indian,Chinese,3.2,11.0
48,User_48,Chennai,Gold,8824.0,113.0,2023-03-10,905.95,Darbar Biryani Pure Veg,Chinese,5.0,3.0
48,User_48,Chennai,Gold,9146.0,404.0,2023-11-03,889.68,Classic Dhaba South Indian,Indian,3.8,11.0
48,User_48,Chennai,Gold,9718.0,386.0,2023-06-10,822.74,Sai Cafe Andhra,Italian,4.3,6.0
49,User_49,Chennai,Regular,1891.0,491.0,2023-03-10,1447.47,Classic Tiffins Chinese,Chinese,3.0,3.0
49,User_49,Chennai,Regular,4624.0,419.0,2023-03-06,575.16,Darbar Delights Andhra,Chinese,3.6,3.0
49,User_49,Chennai,Regular,5481.0,387.0,2023-05-28,153.43,New Tiffins Andhra,Mexican,3.8,5.0
50,User_50,Hyderabad,Regular,7296.0,144.0,2023-06-03,543.29,Darbar Biryani Andhra,Chinese,4.5,6.0
50,User_50,Hyderabad,Regular,7399.0,485.0,2023-07-24,1188.0,Grand Dhaba Andhra,Mexican,4.9,7.0
50,User_50,Hyderabad,Regular,7741.0,266.0,2023-12-30,1028.38,Annapurna Delights Multicuisine,Italian,3.9,12.0
51,User_51,Hyderabad,Regular,1188.0,250.0,2023-04-02,1305.9,Sai Foods Non-Veg,Mexican,3.4,4.0
51,User_51,Hyderabad,Regular,1604.0,30.0,2023-05-04,183.95,Spice Tiffins Non-Veg,Mexican,4.6,5.0
51,User_51,Hyderabad,Regular,3105.0,333.0,2023-04-09,197.83,Amma Mess Multicuisine,Chinese,3.1,4.0
51,User_51,Hyderabad,Regular,5366.0,313.0,2023-02-02,272.27,Spice Curry House South Indian,Indian,3.9,2.0
51,User_51,Hyderabad,Regular,7263.0,206.0,2023-04-05,111.98,Swagath Biryani Non-Veg,Mexican,3.2,4.0
51,User_51,Hyderabad,Regular,9140.0,417.0,2023-11-18,1258.7,Hotel Biryani North Indian,Mexican,3.0,11.0
52,User_52,Chennai,Regular,4802.0,181.0,2023-02-15,904.48,Classic Foods Pure Veg,Indian,4.0,2.0
52,User_52,Chennai,Regular,5547.0,240.0,2023-02-21,252.76,New Mess Andhra,Indian,3.8,2.0
53,User_53,Hyderabad,Gold,,,,,,,,
54,User_54,Chennai,Regular,3936.0,232.0,2023-10-23,222.24,New Dhaba Family Restaurant,Mexican,4.0,10.0
54,User_54,Chennai,Regular,4460.0,419.0,2023-09-08,872.91,Darbar Delights Andhra,Chinese,3.6,9.0
54,User_54,Chennai,Regular,5617.0,73.0,2023-07-05,804.25,Spice Mess Andhra,Mexican,3.1,7.0
54,User_54,Chennai,Regular,9479.0,34.0,2023-04-28,1472.72,Ruchi Dhaba Multicuisine,Chinese,4.3,4.0
54,User_54,Chennai,Regular,9715.0,497.0,2023-08-14,1118.46,Hotel Delights South Indian,Mexican,4.4,8.0
55,User_55,Bangalore,Regular,283.0,175.0,2023-10-26,1434.2,Sai Biryani Non-Veg,Chinese,4.1,10.0
55,User_55,Bangalore,Regular,4073.0,59.0,2023-02-11,1121.1,Sai Biryani Non-Veg,Chinese,4.6,2.0
55,User_55,Bangalore,Regular,4925.0,121.0,2023-04-04,1139.21,Sri Delights Non-Veg,Indian,4.1,4.0
55,User_55,Bangalore,Regular,6109.0,28.0,2023-05-29,1021.6,Swagath Delights Multicuisine,Chinese,3.6,5.0
55,User_55,Bangalore,Regular,8430.0,463.0,2023-07-05,327.95,Hotel Delights Chinese,Chinese,3.2,7.0
56,User_56,Chennai,Gold,1470.0,224.0,2023-06-22,316.05,Darbar Kitchen Non-Veg,Chinese,4.8,6.0
56,User_56,Chennai,Gold,4527.0,453.0,2023-09-05,1277.6,Annapurna Foods Punjabi,Chinese,3.7,9.0
56,User_56,Chennai,Gold,7435.0,431.0,2023-12-14,100.86,Udupi Tiffins Punjabi,Mexican,4.6,12.0
57,User_57,Pune,Regular,1865.0,33.0,2023-12-03,865.4,Amma Foods Non-Veg,Italian,4.2,12.0
58,User_58,Bangalore,Regular,88.0,320.0,2023-06-01,196.11,Hotel Cafe Multicuisine,Italian,4.1,6.0
58,User_58,Bangalore,Regular,2099.0,219.0,2023-03-24,295.3,Taste of Cafe Andhra,Mexican,4.6,3.0
58,User_58,Bangalore,Regular,3109.0,273.0,2023-09-05,336.55,Swagath Delights Andhra,Indian,3.9,9.0
58,User_58,Bangalore,Regular,4519.0,26.0,2023-10-14,517.23,Spice Eatery Family Restaurant,Chinese,4.6,10.0
58,User_58,Bangalore,Regular,4774.0,260.0,2023-08-15,707.02,Udupi Restaurant Family Restaurant,Indian,4.0,8.0
58,User_58,Bangalore,Regular,8139.0,93.0,2023-11-16,300.3,Swagath Cafe Multicuisine,Chinese,4.9,11.0
59,User_59,Bangalore,Regular,660.0,124.0,2023-09-15,1251.48,Spice Dhaba Andhra,Mexican,3.5,9.0
59,User_59,Bangalore,Regular,9742.0,450.0,2023-09-21,180.82,New Foods Chinese,Mexican,3.2,9.0
60,User_60,Chennai,Gold,2670.0,29.0,2023-10-16,1197.83,Spice Kitchen Pure Veg,Italian,3.0,10.0
60,User_60,Chennai,Gold,3965.0,12.0,2023-05-03,478.78,Royal Foods Multicuisine,Mexican,3.4,5.0
60,User_60,Chennai,Gold,9509.0,224.0,2023-03-18,1123.52,Darbar Kitchen Non-Veg,Chinese,4.8,3.0
60,User_60,Chennai,Gold,9620.0,463.0,2023-12-28,185.37,Hotel Delights Chinese,Chinese,3.2,12.0
61,User_61,Pune,Gold,1429.0,218.0,2023-05-10,1113.73,Sai Foods Pure Veg,Indian,4.1,5.0
61,User_61,Pune,Gold,2455.0,77.0,2023-03-23,921.93,Sri Mess Punjabi,Mexican,4.4,3.0
61,User_61,Pune,Gold,6132.0,231.0,2023-10-30,327.97,New Dhaba Punjabi,Indian,4.1,10.0
61,User_61,Pune,Gold,6468.0,144.0,2023-12-31,1424.91,Darbar Biryani Andhra,Chinese,4.5,12.0
61,User_61,Pune,Gold,6493.0,238.0,2023-09-29,1317.0,New Foods South Indian,Chinese,4.7,9.0
62,User_62,Bangalore,Gold,2463.0,212.0,2023-05-03,1426.28,Sai Delights North Indian,Indian,3.2,5.0
62,User_62,Bangalore,Gold,6018.0,424.0,2023-12-05,959.78,Sai Cafe Family Restaurant,Indian,4.7,12.0
63,User_63,Pune,Regular,1886.0,397.0,2023-04-05,1368.68,Amma Foods Family Restaurant,Indian,4.8,4.0
63,User_63,Pune,Regular,2864.0,408.0,2023-06-08,301.78,Darbar Eatery Family Restaurant,Mexican,3.0,6.0
63,User_63,Pune,Regular,4316.0,44.0,2023-01-21,425.15,Classic Dhaba Pure Veg,Indian,3.9,1.0
63,User_63,Pune,Regular,8031.0,324.0,2023-08-15,1318.28,Grand Delights Multicuisine,Mexican,4.5,8.0
63,User_63,Pune,Regular,8908.0,72.0,2023-03-29,1231.37,Sri Foods Chinese,Mexican,3.4,3.0
64,User_64,Pune,Regular,5209.0,222.0,2023-11-12,1413.16,Grand Dhaba Chinese,Italian,4.9,11.0
64,User_64,Pune,Regular,6250.0,396.0,2023-11-21,687.95,Taste of Delights Non-Veg,Mexican,4.8,11.0
64,User_64,Pune,Regular,6503.0,320.0,2023-11-13,253.19,Hotel Cafe Multicuisine,Italian,4.1,11.0
64,User_64,Pune,Regular,8187.0,300.0,2023-03-20,196.04,Ruchi Mess Punjabi,Italian,4.1,3.0
64,User_64,Pune,Regular,8657.0,410.0,2023-11-10,1336.9,Darbar Mess Pure Veg,Italian,3.6,11.0
65,User_65,Pune,Regular,2267.0,140.0,2023-05-10,528.2,Royal Tiffins Punjabi,Italian,3.3,5.0
65,User_65,Pune,Regular,3918.0,200.0,2023-09-07,604.38,Annapurna Restaurant Pure Veg,Chinese,3.9,9.0
65,User_65,Pune,Regular,6429.0,290.0,2023-03-02,461.31,Taste of Kitchen Chinese,Chinese,4.9,3.0
65,User_65,Pune,Regular,7897.0,181.0,2023-07-01,241.76,Classic Foods Pure Veg,Indian,4.0,7.0
65,User_65,Pune,Regular,8340.0,290.0,2023-07-26,1449.87,Taste of Kitchen Chinese,Chinese,4.9,7.0
66,User_66,Chennai,Gold,214.0,365.0,2023-12-29,1229.36,Udupi Kitchen Multicuisine,Italian,3.6,12.0
66,User_66,Chennai,Gold,4769.0,64.0,2023-01-19,1025.54,New Restaurant Chinese,Chinese,4.5,1.0
66,User_66,Chennai,Gold,7632.0,130.0,2023-07-06,643.19,Royal Restaurant South Indian,Indian,4.6,7.0
67,User_67,Chennai,Regular,780.0,291.0,2023-09-30,342.14,Annapurna Foods Non-Veg,Mexican,4.3,9.0
67,User_67,Chennai,Regular,5667.0,157.0,2023-01-27,1044.41,Sai Restaurant Family Restaurant,Italian,4.5,1.0
67,User_67,Chennai,Regular,6170.0,409.0,2023-07-19,209.74,Royal Kitchen Chinese,Mexican,3.5,7.0
68,User_68,Pune,Gold,783.0,273.0,2023-04-30,740.33,Swagath Delights Andhra,Indian,3.9,4.0
68,User_68,Pune,Gold,4085.0,340.0,2023-12-16,699.07,Ruchi Tiffins Punjabi,Chinese,4.9,12.0
68,User_68,Pune,Gold,8191.0,236.0,2023-06-07,475.88,Hotel Eatery Non-Veg,Italian,4.2,6.0
69,User_69,Pune,Regular,2032.0,479.0,2023-09-22,486.12,Grand Mess Andhra,Indian,3.8,9.0
69,User_69,Pune,Regular,7612.0,62.0,2023-07-23,1354.02,Spice Delights Andhra,Indian,3.1,7.0
70,User_70,Bangalore,Gold,2995.0,352.0,2023-04-14,1496.45,Hotel Kitchen Multicuisine,Italian,4.7,4.0
70,User_70,Bangalore,Gold,8446.0,351.0,2023-09-26,327.66,Spice Dhaba Non-Veg,Mexican,4.2,9.0
71,User_71,Chennai,Gold,1801.0,183.0,2023-05-12,896.69,Taste of Biryani Non-Veg,Chinese,3.7,5.0
